Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,Dist,BldgCode,Address,Zip,City,Type,Address,Lat,Lon
P.S. 290 Juan Morel Campos,Dist: 19<br>BldgCode: K290<br>Address: 135 SCHENCK AVENUE<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K290,135 SCHENCK AVENUE,11207,Brooklyn,Feeding Site,"135 SCHENCK AVENUE Brooklyn, NY 11207",40.6781833,-73.8894552
J.H.S. 292 Margaret S. Douglas,Dist: 19<br>BldgCode: K292<br>Address: 301 VERMONT STREET<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K292,301 VERMONT STREET,11207,Brooklyn,Feeding Site,"301 VERMONT STREET Brooklyn, NY 11207",40.6716865,-73.8933367
P.S. 306 Ethan Allen,Dist: 19<br>BldgCode: K306<br>Address: 970 VERMONT STREET<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K306,970 VERMONT STREET,11207,Brooklyn,Feeding Site,"970 VERMONT STREET Brooklyn, NY 11207",40.6552486,-73.8863315
P.S. 328 Phyllis Wheatley,Dist: 19<br>BldgCode: K328<br>Address: 330 ALABAMA AVENUE<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K328,330 ALABAMA AVENUE,11207,Brooklyn,Feeding Site,"330 ALABAMA AVENUE Brooklyn, NY 11207",40.6679093,-73.8984124
P.S. 346 Abe Stark,Dist: 19<br>BldgCode: K346<br>Address: 1400 PENNSYLVANIA AVENUE<br>Zip: 11239<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K346,1400 PENNSYLVANIA AVENUE,11239,Brooklyn,Feeding Site,"1400 PENNSYLVANIA AVENUE Brooklyn, NY 11239",40.6467211,-73.8818298
Performing Arts and Technology High,Dist: 19<br>BldgCode: K435<br>Address: 400 PENNSYLVANIA AVENUE<br>Zip: 11207<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K435,400 PENNSYLVANIA AVENUE,11207,Brooklyn,Feeding Site,"400 PENNSYLVANIA AVENUE Brooklyn, NY 11207",40.6669903,-73.8947048
Vista Academy,Dist: 19<br>BldgCode: K302<br>Address: 350 LINWOOD STREET<br>Zip: 11208<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K302,350 LINWOOD STREET,11208,Brooklyn,Feeding Site,"350 LINWOOD STREET Brooklyn, NY 11208",40.6771191,-73.8838969
EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,Dist: 19<br>BldgCode: K072<br>Address: 605 SHEPHERD AVENUE<br>Zip: 11208<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,19,K072,605 SHEPHERD AVENUE,11208,Brooklyn,Feeding Site,"605 SHEPHERD AVENUE Brooklyn, NY 11208",40.6694182,-73.8792113
P.S. 048 Mapleton,Dist: 20<br>BldgCode: K048<br>Address: 6015 18 AVENUE<br>Zip: 11204<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K048,6015 18 AVENUE,11204,Brooklyn,Feeding Site,"6015 18 AVENUE Brooklyn, NY 11204",40.6214814,-73.9873187
J.H.S. 062 Ditmas,Dist: 20<br>BldgCode: K062<br>Address: 700 CORTELYOU ROAD<br>Zip: 11218<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K062,700 CORTELYOU ROAD,11218,Brooklyn,Feeding Site,"700 CORTELYOU ROAD Brooklyn, NY 11218",40.6382359,-73.9715189
P.S. 102 The Bayview,Dist: 20<br>BldgCode: K102<br>Address: 211 72 STREET<br>Zip: 11209<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K102,211 72 STREET,11209,Brooklyn,Feeding Site,"211 72 STREET Brooklyn, NY 11209",40.634563,-74.0290168
P.S./I.S. 104 The Fort Hamilton School,Dist: 20<br>BldgCode: K104<br>Address: 9115 5 AVENUE<br>Zip: 11209<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K104,9115 5 AVENUE,11209,Brooklyn,Feeding Site,"9115 5 AVENUE Brooklyn, NY 11209",40.6181011,-74.0286826
P.S. 105 The Blythebourne,Dist: 20<br>BldgCode: K105<br>Address: 1031 59 STREET<br>Zip: 11219<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K105,1031 59 STREET,11219,Brooklyn,Feeding Site,"1031 59 STREET Brooklyn, NY 11219",40.6331135,-74.0036168
P.S. 127 Mckinley Park,Dist: 20<br>BldgCode: K127<br>Address: 7805 7 AVENUE<br>Zip: 11228<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K127,7805 7 AVENUE,11228,Brooklyn,Feeding Site,"7805 7 AVENUE Brooklyn, NY 11228",40.6237903,-74.018579
P.S. 164 Caesar Rodney,Dist: 20<br>BldgCode: K164<br>Address: 4211 14 AVENUE<br>Zip: 11219<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K164,4211 14 AVENUE,11219,Brooklyn,Feeding Site,"4211 14 AVENUE Brooklyn, NY 11219",40.6371629,-73.9858036
P.S. 176 Ovington,Dist: 20<br>BldgCode: K176<br>Address: 1225 69 STREET<br>Zip: 11219<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K176,1225 69 STREET,11219,Brooklyn,Feeding Site,"1225 69 STREET Brooklyn, NY 11219",40.6247799,-74.0051318
P.S. 179 Kensington,Dist: 20<br>BldgCode: K179<br>Address: 202 AVENUE C<br>Zip: 11218<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K179,202 AVENUE C,11218,Brooklyn,Feeding Site,"202 AVENUE C Brooklyn, NY 11218",40.6402049,-73.9772637
The SEEALL Academy,Dist: 20<br>BldgCode: K180<br>Address: 5601 16 AVENUE<br>Zip: 11204<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K180,5601 16 AVENUE,11204,Brooklyn,Feeding Site,"5601 16 AVENUE Brooklyn, NY 11204",40.6267129,-73.9895684
P.S. 185 Walter Kassenbrock,Dist: 20<br>BldgCode: K185<br>Address: 8601 RIDGE BOULEVARD<br>Zip: 11209<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K185,8601 RIDGE BOULEVARD,11209,Brooklyn,Feeding Site,"8601 RIDGE BOULEVARD Brooklyn, NY 11209",40.6235788,-74.0335467
P.S. 186 Dr. Irving A Gladstone,Dist: 20<br>BldgCode: K186<br>Address: 7601 19 AVENUE<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K186,7601 19 AVENUE,11214,Brooklyn,Feeding Site,"7601 19 AVENUE Brooklyn, NY 11214",40.6112005,-73.9944809
The Christa McAuliffe School\I.S. 187,Dist: 20<br>BldgCode: K486<br>Address: 1171 65 STREET<br>Zip: 11219<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K486,1171 65 STREET,11219,Brooklyn,Feeding Site,"1171 65 STREET Brooklyn, NY 11219",40.6278464,-74.0040229
P.S. 200 Benson School,Dist: 20<br>BldgCode: K200<br>Address: 1940 BENSON AVENUE<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K200,1940 BENSON AVENUE,11214,Brooklyn,Feeding Site,"1940 BENSON AVENUE Brooklyn, NY 11214",40.6030132,-74.0019641
J.H.S. 201 The Dyker Heights,Dist: 20<br>BldgCode: K201<br>Address: 8010 12 AVENUE<br>Zip: 11228<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K201,8010 12 AVENUE,11228,Brooklyn,Feeding Site,"8010 12 AVENUE Brooklyn, NY 11228",40.6186835,-74.0131655
P.S. 204 Vince Lombardi,Dist: 20<br>BldgCode: K204<br>Address: 8101 15 AVENUE<br>Zip: 11228<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K204,8101 15 AVENUE,11228,Brooklyn,Feeding Site,"8101 15 AVENUE Brooklyn, NY 11228",40.613556,-74.0064631
PS 112 Lefferts Park Annex,Dist: 20<br>BldgCode: K768<br>Address: 7301 15TH AVENUE<br>Zip: 11228<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K768,7301 15TH AVENUE,11228,Brooklyn,Feeding Site,"7301 15TH AVENUE Brooklyn, NY 11228",40.6185893,-74.0018134
J.H.S. 220 John J. Pershing,Dist: 20<br>BldgCode: K220<br>Address: 4812 9TH AVENUE<br>Zip: 11220<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K220,4812 9TH AVENUE,11220,Brooklyn,Feeding Site,"4812 9TH AVENUE Brooklyn, NY 11220",40.6407804,-74.0009541
J.H.S. 227 Edward B. Shallow,Dist: 20<br>BldgCode: K227<br>Address: 6500 16 AVENUE<br>Zip: 11204<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K227,6500 16 AVENUE,11204,Brooklyn,Feeding Site,"6500 16 AVENUE Brooklyn, NY 11204",40.6218446,-73.9955288
J.H.S. 259 William Mckinley,Dist: 20<br>BldgCode: K259<br>Address: 7305 FT HAMILTON PARKWAY<br>Zip: 11228<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K259,7305 FT HAMILTON PARKWAY,11228,Brooklyn,Feeding Site,"7305 FT HAMILTON PARKWAY Brooklyn, NY 11228",40.6264814,-74.0149914
PS 503: The School of Discovery,Dist: 20<br>BldgCode: K314<br>Address: 330 59 STREET<br>Zip: 11220<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K314,330 59 STREET,11220,Brooklyn,Feeding Site,"330 59 STREET Brooklyn, NY 11220",40.6419176,-74.0190873
Fort Hamilton High School,Dist: 20<br>BldgCode: K490<br>Address: 8301 SHORE ROAD<br>Zip: 11209<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K490,8301 SHORE ROAD,11209,Brooklyn,Feeding Site,"8301 SHORE ROAD Brooklyn, NY 11209",40.6272269,-74.039376
Franklin Delano Roosevelt High School,Dist: 20<br>BldgCode: K505<br>Address: 5800 20 AVENUE<br>Zip: 11204<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K505,5800 20 AVENUE,11204,Brooklyn,Feeding Site,"5800 20 AVENUE Brooklyn, NY 11204",40.6213242,-73.9825025
P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,Dist: 20<br>BldgCode: K163<br>Address: 1664 BENSON AVENUE<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K163,1664 BENSON AVENUE,11214,Brooklyn,Feeding Site,"1664 BENSON AVENUE Brooklyn, NY 11214",40.6069857,-74.0073354
P.S. 971,Dist: 20<br>BldgCode: K971<br>Address: 6214 4TH AVENUE<br>Zip: 11220<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,20,K971,6214 4TH AVENUE,11220,Brooklyn,Feeding Site,"6214 4TH AVENUE Brooklyn, NY 11220",40.6395128,-74.0203312
P.S. 90 Edna Cohen School,Dist: 21<br>BldgCode: K090<br>Address: 2840 WEST  12 STREET<br>Zip: 11224<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K090,2840 WEST  12 STREET,11224,Brooklyn,Feeding Site,"2840 WEST  12 STREET Brooklyn, NY 11224",40.5780803,-73.98034
P.S. 095 The Gravesend,Dist: 21<br>BldgCode: K095<br>Address: 345 VAN SICKLEN STREET<br>Zip: 11223<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K095,345 VAN SICKLEN STREET,11223,Brooklyn,Feeding Site,"345 VAN SICKLEN STREET Brooklyn, NY 11223",40.5960982,-73.9747677
I.S. 98 Bay Academy,Dist: 21<br>BldgCode: K043<br>Address: 1401 EMMONS AVENUE<br>Zip: 11235<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K043,1401 EMMONS AVENUE,11235,Brooklyn,Feeding Site,"1401 EMMONS AVENUE Brooklyn, NY 11235",40.5838219,-73.9542591
P.S. 099 Isaac Asimov,Dist: 21<br>BldgCode: K099<br>Address: 1120 EAST  10 STREET<br>Zip: 11230<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K099,1120 EAST  10 STREET,11230,Brooklyn,Feeding Site,"1120 EAST  10 STREET Brooklyn, NY 11230",40.6215239,-73.9658847
P.S. 100 The Coney Island School,Dist: 21<br>BldgCode: K100<br>Address: 2951 WEST  3 STREET<br>Zip: 11224<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K100,2951 WEST  3 STREET,11224,Brooklyn,Feeding Site,"2951 WEST  3 STREET Brooklyn, NY 11224",40.5775446,-73.9708356
P.S. 101 The Verrazano,Dist: 21<br>BldgCode: K101<br>Address: 2360 BENSON AVENUE<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K101,2360 BENSON AVENUE,11214,Brooklyn,Feeding Site,"2360 BENSON AVENUE Brooklyn, NY 11214",40.5975833,-73.9920476
P.S. 128 Bensonhurst,Dist: 21<br>BldgCode: K128<br>Address: 2075 84 STREET<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K128,2075 84 STREET,11214,Brooklyn,Feeding Site,"2075 84 STREET Brooklyn, NY 11214",40.604933,-73.9950318
P.S. 177 The Marlboro,Dist: 21<br>BldgCode: K177<br>Address: 346 AVENUE P<br>Zip: 11204<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K177,346 AVENUE P,11204,Brooklyn,Feeding Site,"346 AVENUE P Brooklyn, NY 11204",40.6084307,-73.9744123
P.S. 209 Margaret Mead,Dist: 21<br>BldgCode: K209<br>Address: 2609 EAST  7 STREET<br>Zip: 11235<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K209,2609 EAST  7 STREET,11235,Brooklyn,Feeding Site,"2609 EAST  7 STREET Brooklyn, NY 11235",40.5866912,-73.9616521
P.S. 215 Morris H. Weiss,Dist: 21<br>BldgCode: K215<br>Address: 415 AVENUE S<br>Zip: 11223<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K215,415 AVENUE S,11223,Brooklyn,Feeding Site,"415 AVENUE S Brooklyn, NY 11223",40.6026062,-73.9699019
P.S. 216 Arturo Toscanini,Dist: 21<br>BldgCode: K216<br>Address: 350 AVENUE X<br>Zip: 11223<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K216,350 AVENUE X,11223,Brooklyn,Feeding Site,"350 AVENUE X Brooklyn, NY 11223",40.5902191,-73.9698713
P.S. K225 - The Eileen E. Zaglin,Dist: 21<br>BldgCode: K225<br>Address: 1075 OCEAN VIEW AVENUE<br>Zip: 11235<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K225,1075 OCEAN VIEW AVENUE,11235,Brooklyn,Feeding Site,"1075 OCEAN VIEW AVENUE Brooklyn, NY 11235",40.57981,-73.9560103
I.S. 228 David A. Boody,Dist: 21<br>BldgCode: K228<br>Address: 228 AVENUE S<br>Zip: 11223<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K228,228 AVENUE S,11223,Brooklyn,Feeding Site,"228 AVENUE S Brooklyn, NY 11223",40.6006781,-73.9770341
P.S. 238 Anne Sullivan,Dist: 21<br>BldgCode: K238<br>Address: 1633 EAST  8 STREET<br>Zip: 11223<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K238,1633 EAST  8 STREET,11223,Brooklyn,Feeding Site,"1633 EAST  8 STREET Brooklyn, NY 11223",40.6086363,-73.9646827
P.S. 253,Dist: 21<br>BldgCode: K253<br>Address: 601 OCEANVIEW AVENUE<br>Zip: 11235<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K253,601 OCEANVIEW AVENUE,11235,Brooklyn,Feeding Site,"601 OCEANVIEW AVENUE Brooklyn, NY 11235",40.5800951,-73.9617161
I.S. 281 Joseph B Cavallaro,Dist: 21<br>BldgCode: K281<br>Address: 8787 24 AVENUE<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K281,8787 24 AVENUE,11214,Brooklyn,Feeding Site,"8787 24 AVENUE Brooklyn, NY 11214",40.594251,-73.99393
P.S. 288 The Shirley Tanyhill,Dist: 21<br>BldgCode: K288<br>Address: 2950 WEST  25 STREET<br>Zip: 11224<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K288,2950 WEST  25 STREET,11224,Brooklyn,Feeding Site,"2950 WEST  25 STREET Brooklyn, NY 11224",40.5742244,-73.9924608
I.S. 303 Herbert S. Eisenberg,Dist: 21<br>BldgCode: K303<br>Address: 501 WEST AVENUE<br>Zip: 11224<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K303,501 WEST AVENUE,11224,Brooklyn,Feeding Site,"501 WEST AVENUE Brooklyn, NY 11224",40.5826364,-73.9720753
John Dewey High School,Dist: 21<br>BldgCode: K540<br>Address: 50 AVENUE X<br>Zip: 11223<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K540,50 AVENUE X,11223,Brooklyn,Feeding Site,"50 AVENUE X Brooklyn, NY 11223",40.5877456,-73.9813501
International HS at Lafayette,Dist: 21<br>BldgCode: K400<br>Address: 2630 BENSON AVENUE<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K400,2630 BENSON AVENUE,11214,Brooklyn,Feeding Site,"2630 BENSON AVENUE Brooklyn, NY 11214",40.5937576,-73.9863546
William E. Grady Career and Technica,Dist: 21<br>BldgCode: K620<br>Address: 25 BRIGHTON  4TH ROAD<br>Zip: 11235<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K620,25 BRIGHTON  4TH ROAD,11235,Brooklyn,Feeding Site,"25 BRIGHTON  4TH ROAD Brooklyn, NY 11235",40.5829591,-73.9634429
Expeditionary Learning School for Community Leaders,Dist: 21<br>BldgCode: K400<br>Address: 2630 BENSON AVENUE<br>Zip: 11214<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,21,K400,2630 BENSON AVENUE,11214,Brooklyn,Feeding Site,"2630 BENSON AVENUE Brooklyn, NY 11214",40.5937576,-73.9863546
P.S. 052 Sheepshead Bay,Dist: 22<br>BldgCode: K052<br>Address: 2675 EAST  29 STREET<br>Zip: 11235<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K052,2675 EAST  29 STREET,11235,Brooklyn,Feeding Site,"2675 EAST  29 STREET Brooklyn, NY 11235",40.5874041,-73.9402515
J.H.S. 078 Roy H. Mann,Dist: 22<br>BldgCode: K078<br>Address: 1420 EAST  68 STREET<br>Zip: 11234<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K078,1420 EAST  68 STREET,11234,Brooklyn,Feeding Site,"1420 EAST  68 STREET Brooklyn, NY 11234",40.6208332,-73.9131104
P.S. 119 Amersfort,Dist: 22<br>BldgCode: K119<br>Address: 3829 AVENUE K<br>Zip: 11210<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K119,3829 AVENUE K,11210,Brooklyn,Feeding Site,"3829 AVENUE K Brooklyn, NY 11210",40.6260567,-73.9388469
P.S. 207 Elizabeth G. Leary,Dist: 22<br>BldgCode: K729<br>Address: 3874 FLATLANDS AVENUE<br>Zip: 11234<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K729,3874 FLATLANDS AVENUE,11234,Brooklyn,Feeding Site,"3874 FLATLANDS AVENUE Brooklyn, NY 11234",40.6202297,-73.9363036
P.S. 139 Alexine A. Fenty,Dist: 22<br>BldgCode: K139<br>Address: 330 RUGBY ROAD<br>Zip: 11226<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K139,330 RUGBY ROAD,11226,Brooklyn,Feeding Site,"330 RUGBY ROAD Brooklyn, NY 11226",40.6413592,-73.9657847
P.S. 193 Gil Hodges,Dist: 22<br>BldgCode: K193<br>Address: 2515 AVENUE L<br>Zip: 11210<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K193,2515 AVENUE L,11210,Brooklyn,Feeding Site,"2515 AVENUE L Brooklyn, NY 11210",40.6218095,-73.9504018
P.S. 194 Raoul Wallenberg,Dist: 22<br>BldgCode: K194<br>Address: 3117 AVENUE W<br>Zip: 11229<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K194,3117 AVENUE W,11229,Brooklyn,Feeding Site,"3117 AVENUE W Brooklyn, NY 11229",40.5973303,-73.9338696
P.S. 198 Brooklyn,Dist: 22<br>BldgCode: K198<br>Address: 4105 FARRAGUT ROAD<br>Zip: 11210<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K198,4105 FARRAGUT ROAD,11210,Brooklyn,Feeding Site,"4105 FARRAGUT ROAD Brooklyn, NY 11210",40.6374913,-73.9369465
P.S. 203 The School for Future Leade,Dist: 22<br>BldgCode: K203<br>Address: 5101 AVENUE M<br>Zip: 11234<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K203,5101 AVENUE M,11234,Brooklyn,Feeding Site,"5101 AVENUE M Brooklyn, NY 11234",40.6219237,-73.9259244
P.S. 206 Joseph F Lamb,Dist: 22<br>BldgCode: K206<br>Address: 2200 GRAVESEND NECK ROAD<br>Zip: 11229<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K206,2200 GRAVESEND NECK ROAD,11229,Brooklyn,Feeding Site,"2200 GRAVESEND NECK ROAD Brooklyn, NY 11229",40.5972728,-73.9484272
P.S. 207 Elizabeth G. Leary,Dist: 22<br>BldgCode: K207<br>Address: 4011 FILLMORE AVENUE<br>Zip: 11234<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K207,4011 FILLMORE AVENUE,11234,Brooklyn,Feeding Site,"4011 FILLMORE AVENUE Brooklyn, NY 11234",40.6137068,-73.9301496
P.S. 217 Colonel David Marcus School,Dist: 22<br>BldgCode: K217<br>Address: 1100 NEWKIRK AVENUE<br>Zip: 11230<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K217,1100 NEWKIRK AVENUE,11230,Brooklyn,Feeding Site,"1100 NEWKIRK AVENUE Brooklyn, NY 11230",40.6337679,-73.9662439
P.S. 236 Mill Basin,Dist: 22<br>BldgCode: K236<br>Address: 6302 AVENUE U<br>Zip: 11234<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K236,6302 AVENUE U,11234,Brooklyn,Feeding Site,"6302 AVENUE U Brooklyn, NY 11234",40.6156927,-73.9124837
Andries Hudde,Dist: 22<br>BldgCode: K240<br>Address: 2500 NOSTRAND AVENUE<br>Zip: 11210<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K240,2500 NOSTRAND AVENUE,11210,Brooklyn,Feeding Site,"2500 NOSTRAND AVENUE Brooklyn, NY 11210",40.6239694,-73.9470955
P.S. 245,Dist: 22<br>BldgCode: K735<br>Address: 249 EAST 17TH STREET<br>Zip: 11226<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K735,249 EAST 17TH STREET,11226,Brooklyn,Feeding Site,"249 EAST 17TH STREET Brooklyn, NY 11226",40.6447804,-73.9628965
P.S. 277 Gerritsen Beach,Dist: 22<br>BldgCode: K277<br>Address: 2529 GERRITSEN AVENUE<br>Zip: 11229<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K277,2529 GERRITSEN AVENUE,11229,Brooklyn,Feeding Site,"2529 GERRITSEN AVENUE Brooklyn, NY 11229",40.5958779,-73.9279629
J.H.S. 278 Marine Park,Dist: 22<br>BldgCode: K278<br>Address: 1925 STUART STREET<br>Zip: 11229<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K278,1925 STUART STREET,11229,Brooklyn,Feeding Site,"1925 STUART STREET Brooklyn, NY 11229",40.6066501,-73.938462
P.S. 312 Bergen Beach,Dist: 22<br>BldgCode: K312<br>Address: 7103 AVENUE T<br>Zip: 11234<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K312,7103 AVENUE T,11234,Brooklyn,Feeding Site,"7103 AVENUE T Brooklyn, NY 11234",40.6219849,-73.9092523
James Madison High School,Dist: 22<br>BldgCode: K425<br>Address: 3787 BEDFORD AVENUE<br>Zip: 11229<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K425,3787 BEDFORD AVENUE,11229,Brooklyn,Feeding Site,"3787 BEDFORD AVENUE Brooklyn, NY 11229",40.6099056,-73.9482591
Origins High School,Dist: 22<br>BldgCode: K495<br>Address: 3000 AVENUE X<br>Zip: 11235<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K495,3000 AVENUE X,11235,Brooklyn,Feeding Site,"3000 AVENUE X Brooklyn, NY 11235",40.59314,-73.936638
P.S. 361 East Flatbush Early Childho,Dist: 22<br>BldgCode: K269<br>Address: 1957 NOSTRAND AVENUE<br>Zip: 11210<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K269,1957 NOSTRAND AVENUE,11210,Brooklyn,Feeding Site,"1957 NOSTRAND AVENUE Brooklyn, NY 11210",40.6377697,-73.9478957
P.S. 326,Dist: 22<br>BldgCode: K852<br>Address: 1800 UTICA AVENUE<br>Zip: 11234<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,22,K852,1800 UTICA AVENUE,11234,Brooklyn,Feeding Site,"1800 UTICA AVENUE Brooklyn, NY 11234",40.6284252,-73.9281289
P.S. 041 Francis White,Dist: 23<br>BldgCode: K041<br>Address: 411 THATFORD AVENUE<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,23,K041,411 THATFORD AVENUE,11212,Brooklyn,Feeding Site,"411 THATFORD AVENUE Brooklyn, NY 11212",40.660182,-73.9068734
P.S. 150 Christopher,Dist: 23<br>BldgCode: K150<br>Address: 364 SACKMAN STREET<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,23,K150,364 SACKMAN STREET,11212,Brooklyn,Feeding Site,"364 SACKMAN STREET Brooklyn, NY 11212",40.6686983,-73.9050266
P.S. 178 Saint Clair Mckelway,Dist: 23<br>BldgCode: K178<br>Address: 2163 DEAN STREET<br>Zip: 11233<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,23,K178,2163 DEAN STREET,11233,Brooklyn,Feeding Site,"2163 DEAN STREET Brooklyn, NY 11233",40.6752336,-73.915361
P.S. 184 Newport,Dist: 23<br>BldgCode: K184<br>Address: 273 NEWPORT STREET<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,23,K184,273 NEWPORT STREET,11212,Brooklyn,Feeding Site,"273 NEWPORT STREET Brooklyn, NY 11212",40.6601967,-73.9050266
Gregory Jocko Jackson School of Spor,Dist: 23<br>BldgCode: K284<br>Address: 213 OSBORN STREET<br>Zip: 11212<br>City: Brooklyn<br>Type: Feeding Site,,,,,,,-1,,,23,K284,213 OSBORN STREET,11212,Brooklyn,Feeding Site,"213 OSBORN STREET Brooklyn, NY 11212",40.6669333,-73.9075529
